Week,Position,Track,Artist,Plays,Track URL
2016-12-23--2016-12-30,192,Rudolph the Red Nosed Reindeer,John Denver,281777,https://open.spotify.com/track/3IV8xIrnjv7TdJY6KUmdrD
2016-12-23--2016-12-30,193,Ignition - Remix,R. Kelly,278542,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
2016-12-23--2016-12-30,194,Not In Love,M.O,276806,https://open.spotify.com/track/5Odgb6uCWnL8U3Eb3ijLZj
2016-12-23--2016-12-30,195,Club Tropicana,Wham!,275478,https://open.spotify.com/track/6tASfEUyB7lE2r6DLzURji
2016-12-23--2016-12-30,196,Fresh Eyes,Andy Grammer,274156,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3
2016-12-23--2016-12-30,197,This Christmas,Donny Hathaway,273623,https://open.spotify.com/track/7MSYSOobsombc1mbDWFxtD
2016-12-23--2016-12-30,198,Dominick the Donkey - The Italian Christmas Donkey,Lou Monte,272603,https://open.spotify.com/track/0X2bzH8VsjbjyxPAu6GMOc
2016-12-23--2016-12-30,199,Faded,Alan Walker,271743,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
2016-12-23--2016-12-30,200,Reminder,The Weeknd,271226,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
2016-12-30--2017-01-06,1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2408358,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
2016-12-30--2017-01-06,2,Starboy,The Weeknd,1840807,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
2016-12-30--2017-01-06,3,Touch,Little Mix,1829205,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
2016-12-30--2017-01-06,4,I Would Like,Zara Larsson,1800843,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6
2016-12-30--2017-01-06,5,Say You Won't Let Go,James Arthur,1765567,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
2016-12-30--2017-01-06,6,Sexual,NEIKED,1679656,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop
2016-12-30--2017-01-06,7,Just Hold On,Steve Aoki,1566942,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
2016-12-30--2017-01-06,8,Don't Wanna Know,Maroon 5,1548847,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
2016-12-30--2017-01-06,9,Closer,The Chainsmokers,1498372,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
2016-12-30--2017-01-06,10,Human,Rag'n'Bone Man,1468225,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
2016-12-30--2017-01-06,11,All Night,The Vamps,1394206,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW
2016-12-30--2017-01-06,12,Black Beatles,Rae Sremmurd,1387484,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
2016-12-30--2017-01-06,13,I Feel It Coming,The Weeknd,1382921,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
2016-12-30--2017-01-06,14,24K Magic,Bruno Mars,1370103,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
2016-12-30--2017-01-06,15,One Dance,Drake,1354492,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
2016-12-30--2017-01-06,16,Shout Out to My Ex,Little Mix,1351830,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g
2016-12-30--2017-01-06,17,Fake Love,Drake,1323814,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
2016-12-30--2017-01-06,18,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1308638,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
2016-12-30--2017-01-06,19,Call On Me - Ryan Riback Extended Remix,Starley,1306964,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
2016-12-30--2017-01-06,20,By Your Side,Jonas Blue,1306108,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j
2016-12-30--2017-01-06,21,The Mack,Nevada,1283710,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO
2016-12-30--2017-01-06,22,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1239937,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
2016-12-30--2017-01-06,23,Let Me Love You,DJ Snake,1126657,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
2016-12-30--2017-01-06,24,Side To Side,Ariana Grande,1051937,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
2016-12-30--2017-01-06,25,Starving,Hailee Steinfeld,1047807,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
2016-12-30--2017-01-06,26,You Want Me,Tom Zanetti,1034411,https://open.spotify.com/track/4xX7OsX8XTGWJgRxNNIaFT
2016-12-30--2017-01-06,27,Mercy,Shawn Mendes,1030894,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
2016-12-30--2017-01-06,28,You Don't Know Me - Radio Edit,Jax Jones,1000601,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
2016-12-30--2017-01-06,29,Water Under the Bridge,Adele,997224,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y
2016-12-30--2017-01-06,30,Now and Later,Sage The Gemini,946009,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd
2016-12-30--2017-01-06,31,Love Me Now,John Legend,937800,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
2016-12-30--2017-01-06,32,Love On Me,Galantis,915988,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF
2016-12-30--2017-01-06,33,September Song,JP Cooper,912305,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
2016-12-30--2017-01-06,34,After The Afterparty (feat. Lil Yachty),Charli XCX,860764,https://open.spotify.com/track/0y8Wf6ltWpGCpgqVa21QNX
2016-12-30--2017-01-06,35,So Good,Louisa,845419,https://open.spotify.com/track/20js7QbHkIuzrgecUTPfl7
2016-12-30--2017-01-06,36,My Way,Calvin Harris,822774,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
2016-12-30--2017-01-06,37,Shed a Light,Robin Schulz,816763,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
2016-12-30--2017-01-06,38,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,805951,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
2016-12-30--2017-01-06,39,In the Name of Love,Martin Garrix,769869,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
2016-12-30--2017-01-06,40,Treat You Better,Shawn Mendes,769169,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
2016-12-30--2017-01-06,41,Don't Let Me Down,The Chainsmokers,767319,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
2016-12-30--2017-01-06,42,This Is What You Came For,Calvin Harris,732106,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
2016-12-30--2017-01-06,43,Bad Things (with Camila Cabello),Machine Gun Kelly,722653,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
2016-12-30--2017-01-06,44,Controlla,Drake,712114,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa
2016-12-30--2017-01-06,45,The Greatest,Sia,710010,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO
2016-12-30--2017-01-06,46,Too Good,Drake,709013,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew
2016-12-30--2017-01-06,47,All We Know,The Chainsmokers,704634,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
2016-12-30--2017-01-06,48,Heathens,Twenty One Pilots,694310,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
2016-12-30--2017-01-06,49,Deja Vu,J. Cole,664242,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
2016-12-30--2017-01-06,50,Oops,Little Mix,662670,https://open.spotify.com/track/37xcWhVKQ99uuiA5Y4yapi
2016-12-30--2017-01-06,51,Mr. Brightside,The Killers,616336,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
2016-12-30--2017-01-06,52,No Lie,Sean Paul,596239,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw
2016-12-30--2017-01-06,53,Sorry,Justin Bieber,568559,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
2016-12-30--2017-01-06,54,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,549386,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
2016-12-30--2017-01-06,55,Love$ick,Mura Masa,543695,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3
2016-12-30--2017-01-06,56,Perfect Strangers,Jonas Blue,528040,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1
2016-12-30--2017-01-06,57,Oh Lord,MiC LOWRY,522621,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls
2016-12-30--2017-01-06,58,Cheap Thrills,Sia,518070,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
2016-12-30--2017-01-06,59,Bad and Boujee (feat. Lil Uzi Vert),Migos,516151,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
2016-12-30--2017-01-06,60,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,509368,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
2016-12-30--2017-01-06,61,"How Far I'll Go - From ""Moana""",Alessia Cara,496905,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
2016-12-30--2017-01-06,62,Dancing On My Own,Calum Scott,496254,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
2016-12-30--2017-01-06,63,Love Yourself,Justin Bieber,465349,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
2016-12-30--2017-01-06,64,Party Monster,The Weeknd,462225,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
2016-12-30--2017-01-06,65,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,449114,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu
2016-12-30--2017-01-06,66,Into You,Ariana Grande,444256,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
2016-12-30--2017-01-06,67,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,434536,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT
2016-12-30--2017-01-06,68,Lock Doh,Giggs,429799,https://open.spotify.com/track/6OJ5jV3ClJbMgyZj6H5hK0
2016-12-30--2017-01-06,69,Lush Life,Zara Larsson,428885,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
2016-12-30--2017-01-06,70,7 Years,Lukas Graham,426793,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
2016-12-30--2017-01-06,71,Would I Lie to You,John Gibbons,426618,https://open.spotify.com/track/6Zp0OnaLtS9AjtK1jeC930
2016-12-30--2017-01-06,72,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,418907,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD
2016-12-30--2017-01-06,73,PILLOWTALK,ZAYN,415155,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
2016-12-30--2017-01-06,74,Blow Your Mind (Mwah),Dua Lipa,413189,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR
2016-12-30--2017-01-06,75,Find Me,Sigma,413188,https://open.spotify.com/track/2Wr970IfovsSGnfkE08iMF
2016-12-30--2017-01-06,76,Should've Been Me,Naughty Boy,408860,https://open.spotify.com/track/4aiLpwwZw5Ek9KkBMnt6Zu
2016-12-30--2017-01-06,77,Work,Rihanna,408214,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v
2016-12-30--2017-01-06,78,Redbone,Childish Gambino,403069,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
2016-12-30--2017-01-06,79,House Work,Jax Jones,395806,https://open.spotify.com/track/4Kln4sYiZzemzfdbLXW00G
2016-12-30--2017-01-06,80,Fast Car,Jonas Blue,395270,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ
2016-12-30--2017-01-06,81,"Everglow - Single Version, Radio Edit",Coldplay,392938,https://open.spotify.com/track/6aG68QSwv0hgNTq90I2GOE
2016-12-30--2017-01-06,82,Miss You,James Hersey,392118,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje
2016-12-30--2017-01-06,83,Cake By The Ocean,DNCE,391518,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl
2016-12-30--2017-01-06,84,Alarm,Anne-Marie,388547,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg
2016-12-30--2017-01-06,85,Scars To Your Beautiful,Alessia Cara,386090,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
2016-12-30--2017-01-06,86,Make Me (Cry),Noah Cyrus,382511,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
2016-12-30--2017-01-06,87,Stressed Out,Twenty One Pilots,381506,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
2016-12-30--2017-01-06,88,"i hate u, i love u (feat. olivia o'brien)",gnash,381093,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
2016-12-30--2017-01-06,89,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,379232,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
2016-12-30--2017-01-06,90,Girls Like (feat. Zara Larsson),Tinie Tempah,377685,https://open.spotify.com/track/5BOZ4skcMubA0R6RD4zf64
2016-12-30--2017-01-06,91,Ignition - Remix,R. Kelly,375422,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
2016-12-30--2017-01-06,92,Hello,Adele,373052,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw
2016-12-30--2017-01-06,93,Stitches,Shawn Mendes,372302,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
2016-12-30--2017-01-06,94,Send My Love (To Your New Lover),Adele,360295,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
2016-12-30--2017-01-06,95,Ain't My Fault,Zara Larsson,359526,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ
2016-12-30--2017-01-06,96,When Christmas Comes Around,Matt Terry,355400,https://open.spotify.com/track/3HgmWNk2YBRfh4NSdrCce2
2016-12-30--2017-01-06,97,Sex,Cheat Codes,349565,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP
2016-12-30--2017-01-06,98,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,349356,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
2016-12-30--2017-01-06,99,Broccoli (feat. Lil Yachty),DRAM,348364,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
2016-12-30--2017-01-06,100,Adventure of a Lifetime,Coldplay,344169,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
2016-12-30--2017-01-06,101,Needed Me,Rihanna,344042,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
2016-12-30--2017-01-06,102,Panda,Desiigner,342465,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
2016-12-30--2017-01-06,103,What Do You Mean?,Justin Bieber,342021,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
2016-12-30--2017-01-06,104,That's My Girl,Fifth Harmony,339241,https://open.spotify.com/track/2ACOWPLUe4A4KuQ5ioD2od
2016-12-30--2017-01-06,105,The Greatest,Sia,336580,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1
2016-12-30--2017-01-06,106,Fluorescent Adolescent,Arctic Monkeys,336017,https://open.spotify.com/track/7e8utCy2JlSB8dRHKi49xM
2016-12-30--2017-01-06,107,Stronger,Kanye West,333005,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH
2016-12-30--2017-01-06,108,Faith - Remastered,George Michael,332972,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ
2016-12-30--2017-01-06,109,Crank It (Woah!) - Radio Edit,Kideko,330119,https://open.spotify.com/track/4PXVZqZdzzfqFX39LS52b3
2016-12-30--2017-01-06,110,Careless Whisper,George Michael,326040,https://open.spotify.com/track/2R7858bg0GHuBBxjTyOL7N
2016-12-30--2017-01-06,111,Cheap Thrills,Sia,324173,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6
2016-12-30--2017-01-06,112,Faded,Alan Walker,316522,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
2016-12-30--2017-01-06,113,Not In Love,M.O,315144,https://open.spotify.com/track/5Odgb6uCWnL8U3Eb3ijLZj
2016-12-30--2017-01-06,114,Don't Mind,Kent Jones,312208,https://open.spotify.com/track/27PmvZoffODNFW2p7ehZTQ
2016-12-30--2017-01-06,115,Let It Go,James Bay,308922,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
2016-12-30--2017-01-06,116,Ride,Twenty One Pilots,308305,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
2016-12-30--2017-01-06,117,Thinking out Loud,Ed Sheeran,307900,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
2016-12-30--2017-01-06,118,Naive,The Kooks,305561,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU
2016-12-30--2017-01-06,119,Millionaire (feat. Nelly),Cash Cash,305144,https://open.spotify.com/track/3UDXkdQquqCEAJdNAsA1wO
2016-12-30--2017-01-06,120,On Hold,The xx,302993,https://open.spotify.com/track/5CPqOpKSk0QcJ3dGdaWcRB
2016-12-30--2017-01-06,121,When We Were Young,Adele,301186,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL
2016-12-30--2017-01-06,122,Sidewalks,The Weeknd,300688,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko
2016-12-30--2017-01-06,123,No Money,Galantis,297399,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
2016-12-30--2017-01-06,124,False Alarm,Matoma,297211,https://open.spotify.com/track/7gZQfdEQpmwAoPHSbEHzms
2016-12-30--2017-01-06,125,What You Know,Two Door Cinema Club,293166,https://open.spotify.com/track/6jrMVRReY24qzCfe1BRrww
2016-12-30--2017-01-06,126,Photograph,Ed Sheeran,292369,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
2016-12-30--2017-01-06,127,Fresh Eyes,Andy Grammer,290300,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3
2016-12-30--2017-01-06,128,Seven Nation Army,The White Stripes,284692,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
2016-12-30--2017-01-06,129,Tilted,Christine and the Queens,282133,https://open.spotify.com/track/0mQnLhHH5WwRc5gtnzLtK6
2016-12-30--2017-01-06,130,Tears (feat. Louisa Johnson),Clean Bandit,280999,https://open.spotify.com/track/7py16W5fWYLFFS6BElKAjn
2016-12-30--2017-01-06,131,Six Feet Under,The Weeknd,278899,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY
2016-12-30--2017-01-06,132,Trouble,OFFAIAH,276370,https://open.spotify.com/track/2pex1RNUgi1FwVUTMnIQ1x
2016-12-30--2017-01-06,133,Hymn for the Weekend,Coldplay,275537,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
2016-12-30--2017-01-06,134,Pompeii,Bastille,273078,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
2016-12-30--2017-01-06,135,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,272034,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd
2016-12-30--2017-01-06,136,Jumpman,Drake,270815,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
2016-12-30--2017-01-06,137,The Sound,The 1975,269295,https://open.spotify.com/track/316r1KLN0bcmpr7TZcMCXT
2016-12-30--2017-01-06,138,Do I Wanna Know?,Arctic Monkeys,265715,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
2016-12-30--2017-01-06,139,Let Me Hold You (Turn Me On),Dante Klein,265628,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU
2016-12-30--2017-01-06,140,Say To Me,WHTKD,264042,https://open.spotify.com/track/7K0IjUT3y2wGxqd6u5DrTs
2016-12-30--2017-01-06,141,When You Love Someone,James TW,262169,https://open.spotify.com/track/5fX2oPyLCe5mBKqGDbOWqC
2016-12-30--2017-01-06,142,Wonderwall - Remastered,Oasis,259538,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
2016-12-30--2017-01-06,143,LUV,Tory Lanez,259068,https://open.spotify.com/track/16Ah4QqH4mgYVXqfC4mdSd
2016-12-30--2017-01-06,144,Piece of Me,MK,258832,https://open.spotify.com/track/1ZQnV7ePl8yXoLjPfhWE5L
2016-12-30--2017-01-06,145,Party,Chris Brown,257580,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk
2016-12-30--2017-01-06,146,Can't Stop,Red Hot Chili Peppers,257188,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx
2016-12-30--2017-01-06,147,Wanna Know Remix (feat. Drake),Dave,257169,https://open.spotify.com/track/7bPLo5Fv7h15E2fW3g1mVQ
2016-12-30--2017-01-06,148,Good Grief,Bastille,256566,https://open.spotify.com/track/6IGA5YrFiEr5ANrMqKkR6H
2016-12-30--2017-01-06,149,Years & Years,Olly Murs,254222,https://open.spotify.com/track/3t1phUY6LrP0Bpd5eNT8Dt
2016-12-30--2017-01-06,150,Hey Ya! - Radio Mix / Club Mix,OutKast,252891,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
2016-12-30--2017-01-06,151,Dancing in the Moonlight,Toploader,252490,https://open.spotify.com/track/3Fzlg5r1IjhLk2qRw667od
2016-12-30--2017-01-06,152,Final Song,MØ,252218,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7
2016-12-30--2017-01-06,153,Only One - Radio Edit,Sigala,251832,https://open.spotify.com/track/5ev0Z2lFzmhjlQCWpRAWiG
2016-12-30--2017-01-06,154,Is This Love - Remix,Bob Marley & The Wailers,250268,https://open.spotify.com/track/1w5sLDYzYAGI0AkLc6FPlO
2016-12-30--2017-01-06,155,Reminder,The Weeknd,249968,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
2016-12-30--2017-01-06,156,Sneakin’,Drake,248527,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W
2016-12-30--2017-01-06,157,I Got You,Bebe Rexha,248253,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
2016-12-30--2017-01-06,158,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,248071,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
2016-12-30--2017-01-06,159,"Me, Myself & I",G-Eazy,246247,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
2016-12-30--2017-01-06,160,Rockin’,The Weeknd,245211,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE
2016-12-30--2017-01-06,161,Shutdown,Skepta,243660,https://open.spotify.com/track/1CireMJYXN8Rw4u1HG5GFZ
2016-12-30--2017-01-06,162,Middle,DJ Snake,243433,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n
2016-12-30--2017-01-06,163,You Don't Know Love,Olly Murs,242666,https://open.spotify.com/track/3ZeszLrkylVDyAFS9MLajv
2016-12-30--2017-01-06,164,This Town,Niall Horan,241555,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7
2016-12-30--2017-01-06,165,Rooting For You,London Grammar,241147,https://open.spotify.com/track/2nAAFnHiXRdWhsqoeqhhnr
2016-12-30--2017-01-06,166,Chantaje (feat. Maluma),Shakira,240675,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
2016-12-30--2017-01-06,167,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,239264,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
2016-12-30--2017-01-06,168,Never Forget You,Zara Larsson,238324,https://open.spotify.com/track/6hmhG1b4LEyNuashVvuIAo
2016-12-30--2017-01-06,169,Pumped Up Kicks,Foster The People,237722,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
2016-12-30--2017-01-06,170,Re-arrange,Biffy Clyro,235680,https://open.spotify.com/track/3VAvS6hbvz0mjFT1TmLNdd
